"CCL19"	"Desnoplastic"
"C3"	"Desnoplastic"
"KCNE4"	"Desnoplastic"
"NFATC2"	"Desnoplastic"
"FSTL1"	"Desnoplastic"
"ZEB2"	"Desnoplastic"
"ELMO1"	"Immune.classical"
"SASH1"	"Desnoplastic"
"S1PR1"	"Desnoplastic"
"PTGIS"	"Desnoplastic"
"NID2"	"Desnoplastic"
"EBF1"	"Desnoplastic"
"MAN1A1"	"Desnoplastic"
"GZMK"	"Desnoplastic"
"CD248"	"Desnoplastic"
"RGS2"	"Desnoplastic"
"MOXD1"	"Desnoplastic"
"ADAMTS4"	"Desnoplastic"
"SGK1"	"Desnoplastic"
"C1S"	"Desnoplastic"
"WT1"	"Desnoplastic"
"CACNA2D1"	"Desnoplastic"
"ITGA7"	"Desnoplastic"
"SAMHD1"	"Desnoplastic"
"IL33"	"Desnoplastic"
"PDLIM3"	"Desnoplastic"
"CD81"	"Desnoplastic"
"OLFML3"	"Desnoplastic"
"EFEMP1"	"Desnoplastic"
"HEG1"	"Desnoplastic"
"THBS4"	"Desnoplastic"
"ANXA6"	"Desnoplastic"
"GNG11"	"Desnoplastic"
"AOC3"	"Desnoplastic"
"GNG2"	"Desnoplastic"
"PECAM1"	"Desnoplastic"
"OSR1"	"Desnoplastic"
"FLRT2"	"Desnoplastic"
"CD93"	"Desnoplastic"
"TUBA1A"	"Desnoplastic"
"ARHGAP30"	"Desnoplastic"
"FYN"	"Desnoplastic"
"SFRP4"	"Desnoplastic"
"ARHGAP15"	"Desnoplastic"
"GPX3"	"Desnoplastic"
"BTG2"	"Desnoplastic"
"SERPINF1"	"Desnoplastic"
"RAMP2"	"Desnoplastic"
"TMEM88"	"Desnoplastic"
"SPARCL1"	"Desnoplastic"
"EBF2"	"Desnoplastic"
"SFRP1"	"Desnoplastic"
"KSR1"	"Desnoplastic"
"THBS1"	"Desnoplastic"
"A2M"	"Desnoplastic"
"APLNR"	"Desnoplastic"
"CNN3"	"Desnoplastic"
"C7"	"Desnoplastic"
"IL1R1"	"Desnoplastic"
"NDN"	"Desnoplastic"
"SMOC2"	"Desnoplastic"
"MGP"	"Desnoplastic"
"CD200"	"Desnoplastic"
"SPON1"	"Desnoplastic"
"LHFP"	"Desnoplastic"
"HSPB6"	"Desnoplastic"
"ALDH1L2"	"Desnoplastic"
"FBLN5"	"Desnoplastic"
"IGFBP4"	"Desnoplastic"
"EPB41L3"	"Desnoplastic"
"RASSF2"	"Desnoplastic"
"HSPB8"	"Desnoplastic"
"KCNJ8"	"Desnoplastic"
"AOX1"	"Desnoplastic"
"GFPT2"	"Desnoplastic"
"PDGFRL"	"Desnoplastic"
"CCL2"	"Desnoplastic"
"SFRP2"	"Desnoplastic"
"SEPP1"	"Desnoplastic"
"CD36"	"Desnoplastic"
"CYP7B1"	"Desnoplastic"
"ADAMTS1"	"Desnoplastic"
"SYNE1"	"Desnoplastic"
"FABP4"	"Desnoplastic"
"CCDC80"	"Desnoplastic"
"SLIT2"	"Desnoplastic"
"KIAA0922"	"Desnoplastic"
"CXCL12"	"Desnoplastic"
"SLIT3"	"Desnoplastic"
"TGFB3"	"Desnoplastic"
"CILP"	"Desnoplastic"
"IGF1"	"Desnoplastic"
"TEAD3"	"Stroma.Activated"
"COMP"	"Stroma.Activated"
"GPX7"	"Desnoplastic"
"S100A4"	"Stroma.Activated"
"COL6A3"	"Stroma.Activated"
"WNT5A"	"Stroma.Activated"
"NKD2"	"Stroma.Activated"
"MFGE8"	"Stroma.Activated"
"TUBB3"	"Stroma.Activated"
"SFTA2"	"Stroma.Activated"
"TMEM45A"	"Stroma.Activated"
"ITFG1"	"Stroma.Activated"
"FKBP10"	"Stroma.Activated"
"CALU"	"pure.basal-like"
"THBS2"	"Stroma.Activated"
"PXDN"	"Stroma.Activated"
"JUP"	"Stroma.Activated"
"PLAU"	"pure.basal-like"
"PPL"	"pure.basal-like"
"LBH"	"Stroma.Activated"
"COL10A1"	"Stroma.Activated"
"HCFC1R1"	"Stroma.Activated"
"DCBLD1"	"pure.basal-like"
"CERCAM"	"Stroma.Activated"
"MYOF"	"pure.basal-like"
"CHST11"	"pure.basal-like"
"SPOCK1"	"Stroma.Activated"
"NPR3"	"Stroma.Activated"
"TIMP2"	"Stroma.Activated"
"NUAK1"	"Stroma.Activated"
"MICAL2"	"Stroma.Activated"
"COL1A2"	"Desnoplastic"
"WNT10A"	"Stroma.Activated"
"PDLIM7"	"Stroma.Activated"
"LOXL1"	"Stroma.Activated"
"ANO1"	"Stroma.Activated"
"TMEM200A"	"Stroma.Activated"
"RCN3"	"Stroma.Activated"
"COL7A1"	"pure.basal-like"
"CNIH3"	"Stroma.Activated"
"TSKU"	"Stroma.Activated"
"EDNRA"	"Stroma.Activated"
"ADAMTS2"	"Stroma.Activated"
"PFKP"	"pure.basal-like"
"PLOD1"	"pure.basal-like"
"PYGL"	"pure.basal-like"
"CHPF"	"Stroma.Activated"
"TGFBI"	"pure.basal-like"
"CD276"	"Stroma.Activated"
"GTF2IRD1"	"pure.basal-like"
"ENO2"	"pure.basal-like"
"KRT19"	"pure.basal-like"
"TIMP3"	"Stroma.Activated"
"HSPB1"	"Stroma.Activated"
"FN1"	"Stroma.Activated"
"TGFB1I1"	"Stroma.Activated"
"AEBP1"	"Stroma.Activated"
"LRRN1"	"Stroma.Activated"
"AHNAK2"	"pure.basal-like"
"PTPN14"	"pure.basal-like"
"COL5A1"	"Stroma.Activated"
"TMEM158"	"Stroma.Activated"
"NTM"	"Stroma.Activated"
"KRT7"	"pure.basal-like"
"KLK6"	"Stroma.Activated"
"CHST14"	"Stroma.Activated"
"CALB2"	"pure.basal-like"
"DCBLD2"	"pure.basal-like"
"PDGFC"	"Stroma.Activated"
"ADAMTS12"	"Stroma.Activated"
"CMTM3"	"Stroma.Activated"
"FAP"	"Stroma.Activated"
"SERPINH1"	"Stroma.Activated"
"MALL"	"Stroma.Activated"
"LGALS1"	"pure.basal-like"
"ITGB5"	"Stroma.Activated"
"PADI1"	"Stroma.Activated"
"ISM1"	"Stroma.Activated"
"MYO1E"	"Stroma.Activated"
"KLK11"	"Stroma.Activated"
"HTRA1"	"Stroma.Activated"
"MMP11"	"Stroma.Activated"
"UCA1"	"Stroma.Activated"
"NOP10"	"pure.basal-like"
"IGFL2"	"Stroma.Activated"
"ITGA3"	"pure.basal-like"
"SLC16A3"	"pure.basal-like"
"LOXL2"	"pure.basal-like"
"KIR3DL1"	"Immune.classical"
"WNT8A"	"Immune.classical"
"PCDHB1"	"Immune.classical"
"SPIB"	"Immune.classical"
"HEPACAM2"	"Immune.classical"
"PDCL2"	"Immune.classical"
"C8B"	"Immune.classical"
"PAPLN"	"Desnoplastic"
"PYHIN1"	"Immune.classical"
"FREM1"	"Immune.classical"
"LELP1"	"Immune.classical"
"ZNF233"	"Immune.classical"
"ASPA"	"Immune.classical"
"ART4"	"Immune.classical"
"KCNA1"	"Immune.classical"
"KEL"	"Immune.classical"
"KIR2DS4"	"Immune.classical"
"FUT5"	"Immune.classical"
"TXNDC16"	"Immune.classical"
"ADAMTSL3"	"Immune.classical"
"ZNF433"	"Immune.classical"
"TTLL6"	"Immune.classical"
"RGS7BP"	"Immune.classical"
"CLUL1"	"Immune.classical"
"ZSWIM2"	"Immune.classical"
"TMEM156"	"Immune.classical"
"ANKS4B"	"Immune.classical"
"ATP4B"	"Immune.classical"
"P2RY13"	"Immune.classical"
"CBFA2T3"	"Immune.classical"
"GRASP"	"Desnoplastic"
"SLC35A3"	"Pure.classical"
"AK7"	"Immune.classical"
"KCNA3"	"Immune.classical"
"TRAT1"	"Immune.classical"
"GPR18"	"Immune.classical"
"PLCXD3"	"Immune.classical"
"CXCL11"	"Immune.classical"
"BIN2"	"Desnoplastic"
"CCDC141"	"Immune.classical"
"CRISP2"	"Immune.classical"
"RFXAP"	"Immune.classical"
"CDO1"	"Immune.classical"
"ISOC1"	"Immune.classical"
"SPINK4"	"Immune.classical"
"PDCD4"	"Desnoplastic"
"SLC8A3"	"Immune.classical"
"CCL15"	"Immune.classical"
"RFK"	"Immune.classical"
"CD48"	"Desnoplastic"
"WNT8B"	"Immune.classical"
"VN1R4"	"Immune.classical"
"STAP1"	"Immune.classical"
"LRRK2"	"Desnoplastic"
"NFIA"	"Immune.classical"
"RGL1"	"Desnoplastic"
"NMBR"	"Immune.classical"
"FOXP4"	"Pure.classical"
"GAPT"	"Immune.classical"
"CD27"	"Immune.classical"
"KLRB1"	"Immune.classical"
"FMO5"	"Pure.classical"
"NR3C2"	"Immune.classical"
"RBM47"	"Pure.classical"
"PIP5K1B"	"Pure.classical"
"CA2"	"Pure.classical"
"OGN"	"Desnoplastic"
"ACSS1"	"Immune.classical"
"SOD3"	"Immune.classical"
"TRPM4"	"Pure.classical"
"SRC"	"Pure.classical"
"AGR2"	"Pure.classical"
"ABCC3"	"Pure.classical"
"TST"	"Pure.classical"
"LAD1"	"Pure.classical"
"PIK3C2B"	"Pure.classical"
"TMEM45B"	"Pure.classical"
"PRR15"	"Pure.classical"
"PLLP"	"Pure.classical"
"HSD17B2"	"Pure.classical"
"METTL7B"	"Pure.classical"
"LRP5"	"Pure.classical"
"TSPAN15"	"Pure.classical"
"NOSTRIN"	"Pure.classical"
"TOX3"	"Pure.classical"
"CLRN3"	"Pure.classical"
"HSD11B2"	"Pure.classical"
"MYO1A"	"Pure.classical"
"CLDN18"	"Pure.classical"
"CYP2S1"	"Pure.classical"
"MAPK3"	"Pure.classical"
"MYH14"	"Pure.classical"
"BACE2"	"Pure.classical"
"PPP1R1B"	"Pure.classical"
"MGST3"	"Pure.classical"
"CDCA7"	"Pure.classical"
"ENTPD5"	"Pure.classical"
"HMGCS2"	"Pure.classical"
"TFF1"	"Pure.classical"
"ATP1B1"	"Pure.classical"
"SMPD3"	"Pure.classical"
"CENPV"	"Pure.classical"
"TM4SF5"	"Pure.classical"
"PAQR8"	"Pure.classical"
"MUC1"	"Pure.classical"
"DOK4"	"Pure.classical"
"CYP2C19"	"Pure.classical"
"SEPHS2"	"Pure.classical"
"PLS1"	"Pure.classical"
"AGR3"	"Pure.classical"
"RASEF"	"Pure.classical"
"MST1R"	"Pure.classical"
"SELENBP1"	"Pure.classical"
"NR1I2"	"Pure.classical"
"ANXA10"	"Pure.classical"
"MGST2"	"Pure.classical"
"GMDS"	"Pure.classical"
"DMBT1"	"Pure.classical"
"LPCAT4"	"Pure.classical"
"AKR1B10"	"Pure.classical"
"CYP2C18"	"Pure.classical"
"MUC17"	"Pure.classical"
"SEMA4G"	"Pure.classical"
"MARCKSL1"	"Pure.classical"
"ERN2"	"Pure.classical"
"NQO1"	"Pure.classical"
"FBP1"	"Pure.classical"
"RAB25"	"Pure.classical"
"GOLM1"	"Pure.classical"
"CES2"	"Pure.classical"
"CTSE"	"Pure.classical"
"MUC13"	"Pure.classical"
"LYZ"	"Pure.classical"
"SULT1B1"	"Pure.classical"
"TJP3"	"Pure.classical"
"GPX2"	"Pure.classical"
"CAPN8"	"Pure.classical"
"ZFPM1"	"Pure.classical"
"FUT2"	"Pure.classical"
"TSPAN3"	"Pure.classical"
"HNF4A"	"Pure.classical"
"AHCYL2"	"Pure.classical"
"SLC44A4"	"Pure.classical"
"USH1C"	"Pure.classical"
"ALDH2"	"Pure.classical"
"SLC40A1"	"Pure.classical"
"PLA2G10"	"Pure.classical"
"CAPN5"	"Pure.classical"
"HDHD3"	"Pure.classical"
"TSPAN8"	"Pure.classical"
"KCNE3"	"Pure.classical"
"LGALS4"	"Pure.classical"
"EPS8L3"	"Pure.classical"
"SPOCD1"	"pure.basal-like"
"ZBED2"	"pure.basal-like"
"SLC5A3"	"pure.basal-like"
"CAPRIN2"	"pure.basal-like"
"EIF3D"	"pure.basal-like"
"HMGA2"	"pure.basal-like"
"NDRG1"	"pure.basal-like"
"KRT15"	"pure.basal-like"
"RPL8"	"pure.basal-like"
"LYPD3"	"pure.basal-like"
"ZNHIT3"	"pure.basal-like"
"GBE1"	"pure.basal-like"
"PSMD2"	"pure.basal-like"
"SEMA4B"	"pure.basal-like"
"UBE2C"	"pure.basal-like"
"DRAP1"	"pure.basal-like"
"RPS21"	"pure.basal-like"
"ADM"	"pure.basal-like"
"PSMA7"	"pure.basal-like"
"LAMA5"	"pure.basal-like"
"GJB6"	"pure.basal-like"
"ANLN"	"pure.basal-like"
"CCNB1"	"pure.basal-like"
"ERRFI1"	"pure.basal-like"
"CDK7"	"pure.basal-like"
"KIF18A"	"pure.basal-like"
"SEC61G"	"pure.basal-like"
"ATP5H"	"pure.basal-like"
"PTGES"	"pure.basal-like"
"GNA15"	"pure.basal-like"
"MUC16"	"pure.basal-like"
"FOXD1"	"pure.basal-like"
"PFDN2"	"pure.basal-like"
"EPHA2"	"pure.basal-like"
"FSCN1"	"pure.basal-like"
"TBC1D2"	"pure.basal-like"
"CAV1"	"pure.basal-like"
"PPP1R13L"	"pure.basal-like"
"CDCP1"	"pure.basal-like"
"TRIP10"	"pure.basal-like"
"PRR11"	"pure.basal-like"
"KRT14"	"pure.basal-like"
"P2RY2"	"pure.basal-like"
"TPI1"	"pure.basal-like"
"BCAR3"	"pure.basal-like"
"SNCG"	"pure.basal-like"
"GSDMC"	"pure.basal-like"
"TNNT1"	"pure.basal-like"
"CCT7"	"pure.basal-like"
"ANGPTL4"	"pure.basal-like"
"WNT7B"	"pure.basal-like"
"KRT6A"	"pure.basal-like"
"UBE2S"	"pure.basal-like"
"RNF181"	"pure.basal-like"
"MIF"	"pure.basal-like"
"ITGB4"	"pure.basal-like"
"IGF2BP2"	"pure.basal-like"
"STIP1"	"pure.basal-like"
"HMGA1"	"pure.basal-like"
"DUSP7"	"pure.basal-like"
"LAMB3"	"pure.basal-like"
"ARNTL2"	"pure.basal-like"
"PPP1R14B"	"pure.basal-like"
"ALDOA"	"pure.basal-like"
"ENO1"	"pure.basal-like"
"FAM83A"	"pure.basal-like"
"GPR87"	"pure.basal-like"
"GSTO1"	"pure.basal-like"
"GAPDH"	"pure.basal-like"
"S100A2"	"pure.basal-like"
